ROCO_CLEF_07350	C0203126;C0203051
ROCO_CLEF_70742	C3891555;C1552826;C0228174;C0741968;C1548801;C0002978;C1548816;C0005847;C0006104;C0231881;C4255126;C0003842
ROCO_CLEF_09732	C0028778;C1962945;C1548003;C0037303;C0043299;C3854012;C1179712;C0543467
ROCO_CLEF_19466	C0032326;C0238404;C4283785;C0038351;C1963215;C0024109
ROCO_CLEF_42426	C0497156;C0441633;C1328685;C0744971
ROCO_CLEF_20194	C0222720;C0036270;C0772294;C0921177;C0221198;C1184145
ROCO_CLEF_53837	C0000925
ROCO_CLEF_65310	C1962945;C1548003;C1705273;C0043299;C0031843
ROCO_CLEF_48206	C0221874;C1550472;C4085643;C0037993;C4049706;C4321335;C0009368;C0607422;C4049705
ROCO_CLEF_62812	C0412555;C0933845;C0034186;C0041618;C0022646;C1735894
ROCO_CLEF_09657	C0022378;C0180921;C0175631;C0016356;C0441144;C0185115
ROCO_CLEF_49028	C1963113;C0040395;C0034579;C0751438;C0043189;C0040405
ROCO_CLEF_67977	C1269845;C0392148;C0817096;C0607422;C0150312;C0441633
ROCO_CLEF_07265	C1514241;C0041618
ROCO_CLEF_03487	C0036429;C0040395;C0040405;C0034579;C0772294;C0817096;C0796494;C0009924;C0221198;C0262950;C0449900
ROCO_CLEF_03409	C0412555;C0041618
ROCO_CLEF_38993	C0022742;C0935598
ROCO_CLEF_47570	C0202165;C0024109
ROCO_CLEF_69624	C0040395;C0034579;C0030797;C0441633;C0040405
ROCO_CLEF_09649	C0751437;C0015376;C0005847;C4227884;C0854217
ROCO_CLEF_62332	C0043299;C1561543;C3263723;C1962945
ROCO_CLEF_03398	C0728940;C0935598;C1552858;C0015252;C0030797;C0007876;C0000726;C0441633;C0184905
ROCO_CLEF_61306	C0031809;C0036037;C1457883;C1548003;C1261381;C1962945;C1561543;C0030797;C0043299;C0582103;C0543467
ROCO_CLEF_42506	C2586211;C4283785;C0002978;C0549207;C0012737;C0003842;C0231881;C0233494
ROCO_CLEF_33216	C0202165
ROCO_CLEF_15691	C0016504;C0935598;C0013604;C1522577;C0262950
ROCO_CLEF_54400	C0817096;C0024109;C0003842
ROCO_CLEF_30546	C0013516;C0203378;C0203379;C1551379;C0374082;C0333581;C1185729;C0700185;C0221533;C0013524;C2242558;C0184252;C1186983;C0003483;C0183129;C0005847
ROCO_CLEF_17670	C0027530;C0040395;C1263136;C1185738;C0037949;C0441633;C0606665;C1139930
ROCO_CLEF_02250	C0076638;C0741968;C0002978;C1962958;C0117002;C0392148;C3245511;C0150312;C0003842;C0040132
ROCO_CLEF_61526	C0441633;C0000726
ROCO_CLEF_09155	C0027530;C1522449;C1706817;C4283785;C2911692;C0009924;C1514967;C1963223;C0441633;C0449900
ROCO_CLEF_67300	C1328685
ROCO_CLEF_26377	C0228505;C0729233;C1553386;C4084721;C0817096;C0024109
ROCO_CLEF_37175	C1458156;C0035110;C0949626;C0006826;C1561543;C3244306;C0543467
ROCO_CLEF_14951	C0935598;C1553386;C0607422;C1561540
ROCO_CLEF_15561	C1552858;C0935598;C0015252;C0037949;C0007876;C0728940;C0184905
ROCO_CLEF_30902	C1552826;C0005576;C1554215;C1510411;C0228174;C0006104;C0441633;C0003842
ROCO_CLEF_57450	C0042449;C0441144
ROCO_CLEF_00131	C0009319;C0041582;C1261287;C0009368;C0000726;C0227391
ROCO_CLEF_41743	C1962945;C1548003;C0772294;C0030797;C0043299;C0221198;C0262950
ROCO_CLEF_51618	C0035139;C1555302;C1533810;C0221874;C0441587
ROCO_CLEF_37672	C0442034
ROCO_CLEF_05125	C0336581;C0021885
ROCO_CLEF_06465	C0228491;C0037303;C0772294;C0228466;C0004814;C2951888;C0007765;C0221198
ROCO_CLEF_65610	C0040395;C0024947;C0034579;C0004454;C0040405
ROCO_CLEF_16462	C0020507;C4084721
ROCO_CLEF_33958	C4255448;C0040395;C2939420;C0034579;C0228174;C0006104;C0017181;C0040405;C0027627
ROCO_CLEF_19122	C0040395;C0198154;C0034579;C0446908;C1550227;C0015450;C0441633;C0040405
ROCO_CLEF_66194	C0023520
ROCO_CLEF_66023	C0038351;C1705817
ROCO_CLEF_30766	C0809941;C0921176;C0525187;C1176472
ROCO_CLEF_32505	C0037993;C0441633
ROCO_CLEF_13458	C2328730;C1533685;C0021485
ROCO_CLEF_17494	C0933845;C1185625;C0018827;C0005767;C0229664;C0202165;C0741302;C0228174;C0391850;C1552826;C0741968;C0005768;C0460139;C0034107;C2355627;C1515974;C0037303;C0005847;C0006104;C0935598;C4284931;C0018563;C0003842;C4284930
ROCO_CLEF_63068	C0043299;C1548003;C1962945
ROCO_CLEF_11674	C1555302;C1533810;C0021102;C0021107;C0035139;C0441587
ROCO_CLEF_67158	C0042449
ROCO_CLEF_41906	C0013687;C0013516;C0203378;C0203379;C1546613;C0700124;C0183129;C0442031;C1322279;C0184252;C0018792;C1186983;C0751438;C0723285;C0221533;C0013524
ROCO_CLEF_62321	C1561528;C3891555;C0002978;C1548816;C0817096;C0231881;C4255126;C3245511;C1261287;C0741968;C0729233;C0003483;C0000726;C0184906;C0003842
ROCO_CLEF_39565	C0175720
ROCO_CLEF_45123	C1735318;C0009195;C3245511;C1511938
ROCO_CLEF_20112	C0424530;C0022646
ROCO_CLEF_33317	C1561543;C0205400;C0274281;C0024109;C0796494;C0723285
ROCO_CLEF_05340	C0412555;C0000726;C0041618
ROCO_CLEF_48365	C0556030;C0150305;C1705817
ROCO_CLEF_10215	C0332516;C0221874
ROCO_CLEF_24418	C0227296;C0935624;C0175676;C0226964;C0033363;C0041618;C0016538;C0203463;C1882636;C0006901
ROCO_CLEF_25129	C0040395;C0222720;C0034579;C0921177;C0796494;C0441633;C1184145;C0040405;C0018670
ROCO_CLEF_37242	C0042149;C1306232;C0262512;C0262926;C1546588;C0001511;C0027627;C0010468
ROCO_CLEF_40624	C1135564;C0009068;C1293132
ROCO_CLEF_32434	C1962945;C1548003;C0228391;C0043299;C0019552
ROCO_CLEF_24279	C1561538;C0015811;C0543467;C0018670
ROCO_CLEF_13320	C2242558;C1290940;C1561543;C0224155;C0374082;C0038351;C1551379;C0429964;C0700185;C0333581;C0429986;C0441633
ROCO_CLEF_35938	C0040399
ROCO_CLEF_70707	C1962945;C3541877;C0722792;C0043299;C0038351;C0817096;C0224155;C1550311
ROCO_CLEF_24013	C1293134;C0040395;C0034579;C0441633;C0040405;C0262950
ROCO_CLEF_55045	C0010031;C0040395;C2827990;C1450294
ROCO_CLEF_35310	C0040395;C0034579;C0267771;C0005847;C0229802;C0607422;C0040405
ROCO_CLEF_61622	C1995642;C1554103;C0025663;C0429585;C0018827;C1290755
ROCO_CLEF_14746	C0027627;C0026686;C1829459;C0040578
ROCO_CLEF_25581	C0040395;C0034579;C0040405
ROCO_CLEF_17260	C0032326;C0040395;C0238404;C0034579;C0817096;C1963215;C0441633;C0040405
ROCO_CLEF_00132	C3853789;C1610719;C0030274;C0772294;C0018670;C0221198
ROCO_CLEF_69792	C1704258
ROCO_CLEF_03686	C0019144;C0038257
ROCO_CLEF_53331	C0854217;C1552826;C0542560;C0441633;C0251244;C0965970;C0229316;C0024947;C4227884;C0004454;C0052142
ROCO_CLEF_31679	C0441610;C0009429;C1561542;C0376495;C3887704;C0087111;C0441633
ROCO_CLEF_35793	C1293134;C0040395;C0702058;C0030274;C0034579;C4227884;C0854217;C0040405;C0771711
ROCO_CLEF_34854	C0027530;C0221874;C0935598;C0332768;C1550227;C1844704;C0606665
ROCO_CLEF_20552	C0772294;C0441633;C1522577;C0221198
ROCO_CLEF_10101	C1514918;C0180921;C0016356;C1546572
ROCO_CLEF_47648	C0000726;C0024109;C0441633;C0231881;C0022646
ROCO_CLEF_26039	C0231881;C0037303
ROCO_CLEF_05792	C0015376;C0021853;C0607422;C0009924;C0449900
ROCO_CLEF_14629	C0018827;C1322279;C0700124;C1185740
ROCO_CLEF_61150	C0002978;C0005767;C0005768;C0021107;C0035139;C1522485;C0037993;C0229664;C0038257;C0009924;C0029976;C0003842;C0449900
ROCO_CLEF_02075	C0040395;C0034579;C0458580;C1533685;C0021485;C0009924;C0040405;C0040586;C0449900
ROCO_CLEF_11483	C0772294;C0751438;C0037949;C0221198
ROCO_CLEF_52669	C0035139;C0013227;C0002978;C0021107;C0038257;C0029976;C1254351;C0003842
ROCO_CLEF_46529	C0079595;C0231881
ROCO_CLEF_31688	C0186193;C0565345;C1962945;C0228391;C0262950;C0043299;C0038435;C0019552;C0003893;C1548003;C0007776;C0022655
ROCO_CLEF_06220	C1552826;C0002978;C0228174;C0006104;C0003842
ROCO_CLEF_14917	C1185729;C1318154;C1293131;C1548003;C0008919;C1962945;C0043299;C0040408;C0086972
ROCO_CLEF_57401	C1963113;C0027530;C0240795;C0556030;C0231519;C0015811;C2347268
ROCO_CLEF_59784	C2328730
ROCO_CLEF_43333	C0751437;C0228391;C0019552
ROCO_CLEF_39070	C0741302;C0202165
ROCO_CLEF_41959	C0040395;C0947630;C0034579;C0796494;C0040405
ROCO_CLEF_56053	C0029053;C1962945;C0043299;C0817096;C1265876;C3245509
ROCO_CLEF_53910	C3853789;C1610719;C0012725;C0016129;C1305866;C0018563;C0231881
ROCO_CLEF_63978	C0025066;C1293134;C1705236;C1962945;C0043299;C0817096;C0040578
ROCO_CLEF_00810	C0013443;C0541749;C0021102;C0021107;C0009195;C0441633
ROCO_CLEF_53565	C0220844;C0018270;C0025663;C0024687;C2326641
ROCO_CLEF_67622	C0772294;C0441633;C0221198;C0037993
ROCO_CLEF_40835	C0228505;C0024109;C0796494
ROCO_CLEF_16601	C1744564;C0772294;C0043299;C0009068;C0018670;C1962945;C3203359;C0221198;C0543467;C1293132;C0441107;C0185441;C0262926;C0039409;C0037004;C1548003;C0262512;C1561543;C0559499
ROCO_CLEF_16485	C0013687;C1546613;C0087086;C2355627;C0935616;C0018827
ROCO_CLEF_61665	C0687702;C0040395;C0728940;C1552858;C1293131;C0034579;C0015252;C0007876;C0040408;C0046056;C0243144;C0233929;C0040405;C0184905
ROCO_CLEF_45010	C1552858;C0003483;C0015252;C0007876;C0817096;C0184252;C1186983;C0728940;C0184905
ROCO_CLEF_65164	C1552826;C0228174;C0006104;C0441633;C0003842
ROCO_CLEF_57946	C0040426
ROCO_CLEF_50633	C1322279;C0700124;C0000726;C0699819
ROCO_CLEF_53990	C0772294;C0036429;C0221198;C0262950
ROCO_CLEF_59914	C0224498;C0935598;C0011164;C0751438;C0349676;C0333549;C0019939
ROCO_CLEF_19694	C0025066;C0441633;C1293134;C0751438
ROCO_CLEF_57732	C0043299;C1548003;C1962945
ROCO_CLEF_37790	C0009429;C0015376;C0376495;C3887704;C0087111;C0008307
ROCO_CLEF_49837	C0040395;C0034579;C0079595;C0017547;C0040405
ROCO_CLEF_62776	C0175331
ROCO_CLEF_45917	C0034770;C1550254;C1533685;C0812144;C0021485;C0449900
ROCO_CLEF_29261	C0185125;C0722792;C2347934;C3841811;C2355627;C1947919;C0018792;C0185026;C0018827;C1829459;C0040732
ROCO_CLEF_04141	C0027530;C1962945;C1578513;C0198632;C0019066;C0043299;C0000726;C0277786;C1548003
ROCO_CLEF_05025	C0700124;C1322279;C0921176;C2355627;C0018827;C0525187
ROCO_CLEF_26227	C0935598;C1550254;C0812144;C1829459;C0606665
ROCO_CLEF_44356	C0740170;C0042241;C0152097;C0011980;C0947630;C0017547;C0038351
ROCO_CLEF_60721	C1553386;C0013604;C0024109;C0332448;C1546677
ROCO_CLEF_45885	C0013516;C4084721;C0183129;C0018827
ROCO_CLEF_17334	C0043299;C1548003;C1962945
ROCO_CLEF_32359	C1261287;C0002978;C0003842
ROCO_CLEF_54994	C1269845;C1962945;C1548003;C0043299;C4084721;C0817096
ROCO_CLEF_29433	C0016504;C0240795;C0202165;C0412555;C0041618;C0231519;C0556030;C2347268
ROCO_CLEF_47748	C0227665;C0392333;C0022646;C0019939;C0006736
ROCO_CLEF_44283	C1450294;C2985494;C0040395;C0262950;C0024687
ROCO_CLEF_19212	C0221874;C0772294;C1553386;C0221198
ROCO_CLEF_29918	C1704445;C0024947;C0042449;C0021102;C0021107;C0751438;C0870733;C0004454;C0018792;C1442948;C0524422
ROCO_CLEF_33850	C0441610;C0037004
ROCO_CLEF_39967	C1320102;C0025474;C0003842
ROCO_CLEF_35543	C1962945;C0022742;C1551379;C0043299;C0374082;C0963149;C0700185;C0333581;C1548003;C0221198;C2242558;C0772294
ROCO_CLEF_63471	C0244399
ROCO_CLEF_23132	C0009924;C0947630;C1261287;C0449900
ROCO_CLEF_14769	C0013103;C0014245;C0030274;C0012621;C1552853;C1546572;C0038257;C0233697
ROCO_CLEF_28293	C0424530;C0003086;C1306232;C0179081;C0935598;C0011164;C0349676;C0333549;C0441633
ROCO_CLEF_46424	C0040395;C0000726;C0040399;C0034579;C0746922;C0607422;C0040405
ROCO_CLEF_17764	C0020885
ROCO_CLEF_26901	C0026995;C0203108;C0034185;C1548886
ROCO_CLEF_54887	C0040395;C0037995;C0034579;C0037993;C0817096;C0040405
ROCO_CLEF_02331	C0015252;C0007876;C0921177;C1552858;C0229664;C0308269;C0222720;C0939261;C0746961;C0935598;C0391850;C0728940;C0005767;C0741968;C1548801;C0005768;C0523807;C0034107;C0678723;C0441633;C1515974;C1254042;C1555588;C0740162;C0549207;C0003842;C4284930;C0184905;C1184145
ROCO_CLEF_31224	C0442044;C0041600;C1515974;C1962945;C0040399;C0034627;C0043299;C1184741;C0043262;C1548003;C1179588;C4284931;C4284930
ROCO_CLEF_45896	C1692321;C0031050;C0817096;C0702249;C0332448;C0265124
ROCO_CLEF_46650	C0456642;C0009068
ROCO_CLEF_08897	C1709311;C0230168;C1524073;C0772294;C0607422;C0221198
ROCO_CLEF_61739	C0441633;C3203359;C0262950;C0332149
ROCO_CLEF_32527	C0009429;C1962945;C1548003;C3887704;C0376495;C0043299;C0087111
ROCO_CLEF_02379	C3887642;C0728940;C0017067;C1561542;C1552858;C0015252;C1258666;C0007876;C0228174;C0006104;C1176472;C0231881;C0221423;C0184905
ROCO_CLEF_39079	C0012737
ROCO_CLEF_46757	C0228505;C0225326;C0412555;C0934502;C0041618;C0230445
ROCO_CLEF_20413	C0013687;C0184666;C1705236;C1546613;C0024109;C0040578
ROCO_CLEF_25471	C0013103;C0175730;C1261287;C0012621;C1533685;C0021485;C0009924;C0449900
ROCO_CLEF_62177	C0032074;C0741302;C0014876;C1553496;C0606665
ROCO_CLEF_66662	C0043299;C0935598;C1962945
ROCO_CLEF_46345	C0030650;C0040395;C1553386;C0034579;C0007800;C0412219;C0394239;C0018827;C0040405
ROCO_CLEF_39754	C0412555;C0227665;C0041618;C0022646
ROCO_CLEF_08383	C0031809;C0022742;C1522577;C1561542;C0231881;C0441633;C0582103
ROCO_CLEF_60820	C0772294;C0221198;C0015811;C0524414
ROCO_CLEF_22850	C1962945;C0021102;C0021107;C0043299;C0543467
ROCO_CLEF_15039	C0000726;C1962945;C0043299;C0607422;C1546572
ROCO_CLEF_37370	C0028778;C3853703;C4283785;C0810633;C0013812;C1546728;C0935616;C0185792;C1550631;C1551035
ROCO_CLEF_69312	C0016538;C3203359;C0033363;C0003842;C0441144
ROCO_CLEF_07321	C1548820;C0442044;C0225326;C0040399;C3203359;C0039409;C1184740;C0231881;C0003885;C0124688
ROCO_CLEF_55386	C0013687;C1546613;C1561543;C0013604;C0228391;C0019552;C0441633;C0262950
ROCO_CLEF_62377	C0751437;C4255126;C0002978;C1548816;C3891555;C0205097
ROCO_CLEF_49156	C0231519;C1554103;C0240795;C0332523;C0185125;C0185026;C1963113;C2347934;C2825977;C0027342;C1697779;C0556030;C0376495;C0016129;C1947919;C0185115;C2347268
ROCO_CLEF_43302	C0817096
ROCO_CLEF_06767	C0403608
ROCO_CLEF_61425	C0442184;C0184252;C0018792;C1186983;C0524422
ROCO_CLEF_10001	C1963113;C0921176;C0040184;C0043299;C0525187;C0015811;C1548003;C0018670;C1962945
ROCO_CLEF_11891	C0034627;C0036624
ROCO_CLEF_68251	C0040395;C0040405;C0034579;C0521428;C0000726;C2985765
ROCO_CLEF_63669	C0344329;C0021853;C0000726
ROCO_CLEF_09815	C0935616
ROCO_CLEF_59918	C0424530;C0772294;C2985765;C0221198
ROCO_CLEF_25075	C0028778;C0028429;C0024947;C0034579;C0004454;C0040395;C0441633;C0040405
ROCO_CLEF_56665	C0007765
ROCO_CLEF_63617	C0184661
ROCO_CLEF_08466	C1962945;C1548003;C1705273;C0043299;C0031843
ROCO_CLEF_46572	C3263723;C0224234;C0179081;C1548003;C1962945;C0043299;C4283785;C0003086
ROCO_CLEF_02496	C3887642;C1305866
ROCO_CLEF_03803	C0728863;C0772294;C0182400;C0596790;C1512793;C0521530;C0024109;C3714636;C0221198
ROCO_CLEF_16821	C0441633;C0040395;C0376495
ROCO_CLEF_21024	C0817096;C1547307;C0024109
ROCO_CLEF_46601	C3891555;C4255126;C0002978;C1548816;C0005847;C0038351;C0224155;C0003842
ROCO_CLEF_60553	C0230168;C0042241;C0152097;C0011980;C1962945;C0043299;C0817096;C1548003
ROCO_CLEF_27656	C0040395;C0034579;C0006104;C0040405
ROCO_CLEF_20265	C0700148;C1962945;C0043299;C0817096;C0024109
ROCO_CLEF_53923	C3244286;C0935456;C0242114;C0796494;C1829459;C0233494;C1293134;C3244072;C0741968;C2699153;C0332516;C0006104;C0039487;C2985765;C0003842
ROCO_CLEF_55116	C1861265;C0040395;C0017181
ROCO_CLEF_04627	C0524414
ROCO_CLEF_26580	C0728774;C1709311;C0001074;C1561538
ROCO_CLEF_32794	C1861265;C1963113;C0017181
ROCO_CLEF_47735	C0179081;C0205400;C0003086
ROCO_CLEF_58695	C0028778;C0182025;C4255126;C0002978;C1548816;C3891555;C0723285
ROCO_CLEF_19580	C0175676;C0037303;C0684271;C0000780;C0041618;C1552853;C0000726;C0205097;C0040661;C0230445
ROCO_CLEF_18440	C0817096
ROCO_CLEF_00719	C0032005;C1293134;C0935598;C0301625
ROCO_CLEF_23748	C0441633;C0014876
ROCO_CLEF_10588	C1561542
ROCO_CLEF_67470	C0016504;C1552826;C1962945;C1548003;C0043299
ROCO_CLEF_24925	C0205065
ROCO_CLEF_70699	C4283785;C0441610;C0301559
ROCO_CLEF_00055	C0043299;C1548003;C0817096;C1962945
ROCO_CLEF_09166	C1705199;C0817096;C0018827
ROCO_CLEF_33363	C0009194;C0441633;C0175643;C0000726
ROCO_CLEF_49792	C0772294;C0022378;C0221198
ROCO_CLEF_52126	C1962945;C1548003;C0036429;C0772294;C0030797;C1551379;C0043299;C0374082;C2242558;C0700185;C0333581;C0221198;C0262950
ROCO_CLEF_02743	C1709311;C0442743;C0029126;C0935456;C0039487;C0150312;C0009924;C0449900
ROCO_CLEF_62502	C0043240;C0027627;C0278286;C0518459;C0063779;C0013119
ROCO_CLEF_24765	C0040399
ROCO_CLEF_50090	C0225326
ROCO_CLEF_11804	C3891555;C4255126;C0002978;C1548816;C0024109
ROCO_CLEF_09573	C1555302;C1533810;C0040395;C0935598;C0034579;C0035139;C0005682;C1546572;C0441587;C0040405
ROCO_CLEF_67003	C0035110;C0949626;C3244306;C1962945;C1561542;C0043299;C0543467
ROCO_CLEF_39982	C0028778;C1533810;C0180921;C0015385;C0016356;C0035139;C0441587;C0038257;C1555302
ROCO_CLEF_52487	C0013218;C0600558;C4283785;C2717829;C0013216;C1706817;C3665472;C2911692
ROCO_CLEF_25852	C0332516;C0006104;C0007765;C3496276;C3496277;C3496275
ROCO_CLEF_26716	C0036429;C0228391;C0030797;C1561543;C0015811;C0019552;C0543467;C0018670
ROCO_CLEF_11225	C0596790;C0205400;C2328510;C0723285
ROCO_CLEF_66250	C0013687;C0553534;C0921176;C1553386;C1546613;C0525187;C0024109
ROCO_CLEF_42570	C0004056;C0028778;C2712334;C0205039;C4283785;C2827071;C0006255;C0934502;C0344329;C0796494;C0719022;C1550618;C0349707
ROCO_CLEF_69384	C1458156;C0020699;C0030797;C0233494;C1548863
ROCO_CLEF_18135	C0035124;C1553386;C0227665;C0031001;C0022646;C0935623
ROCO_CLEF_29293	C0030274;C0231881;C0018670
ROCO_CLEF_60143	C0022378;C0947630;C0009368;C3244287;C0286840;C0020885
ROCO_CLEF_16974	C1553386;C1561543;C0817096;C0009924;C0449900
ROCO_CLEF_60671	C0027530;C1963113;C1962945;C0228391;C0030797;C0043299;C0015811;C0019552;C1548003
ROCO_CLEF_02406	C0205065;C0175676;C0041618;C0203463
ROCO_CLEF_23453	C0003483;C1704302;C0184252;C1186983
ROCO_CLEF_62662	C4329648;C0921176;C0206620;C0935456;C0003707;C0525187;C0006104;C0039487;C0796494;C0231881
ROCO_CLEF_58658	C0013687;C1306232;C1546613;C1561540
ROCO_CLEF_41196	C0015392;C0202165
ROCO_CLEF_29954	C1550296;C1285092;C0175676;C0041618;C0030580
ROCO_CLEF_41480	C3244286;C1705273;C0038925;C0031843;C0018792;C0231881;C0524422
ROCO_CLEF_39507	C1962958;C0003483;C0030797;C0233494;C0000726;C0003842
ROCO_CLEF_04454	C0040395;C0921176;C0002978;C0525187;C0441633
ROCO_CLEF_17178	C1561528;C3891555;C4255126;C0002978;C1850109;C1548816;C0005847;C0935624;C0960907;C0006901
ROCO_CLEF_45415	C1293136;C0040395;C1963113;C4255126;C0002978;C0228391;C1548816;C3891555;C0015811;C0019552;C0034579;C0040405;C0441633;C0003842;C0039866
ROCO_CLEF_06349	C0751437;C0042149;C0040395;C0034579;C0042133;C0040405;C0441633
ROCO_CLEF_23553	C0033061
ROCO_CLEF_34669	C0424530;C0040426;C1962945;C1548003;C0026367;C0024687;C0043299;C0004454;C0024947
ROCO_CLEF_02988	C0007531;C1709311;C0412555;C0041618;C0009368
ROCO_CLEF_55653	C0011343
ROCO_CLEF_22489	C0772294;C0006104;C0221198
ROCO_CLEF_46696	C0013218;C0772294;C2717829;C0013216;C3665472;C0221198
ROCO_CLEF_14036	C0002978;C0162868;C0003842
ROCO_CLEF_34361	C0729233;C1962945;C1522577;C0772294;C1301725;C0043299;C1563337;C0817096;C1609436;C0221198
ROCO_CLEF_14632	C0030274;C0702058;C0231881;C0771711;C0018670
ROCO_CLEF_62563	C0013687;C0040395;C0221198;C0034579;C1305400;C0521530;C0024109;C0796494;C1552826;C0441633;C0040405;C1546613;C0772294
ROCO_CLEF_15323	C0041618
ROCO_CLEF_52395	C0033572;C0013812;C0412555;C0041618;C0441587;C0796494;C1550631
ROCO_CLEF_62966	C0751437;C1963113;C1962945;C1548003;C0751438;C0043299
ROCO_CLEF_64479	C2699153;C0023884;C0022646
ROCO_CLEF_05904	C1552858;C2939420;C0015252;C0007876;C1328685;C0728940;C0027627;C0184905;C0018670
ROCO_CLEF_27102	C4255448;C1261381;C2939420;C0035561;C0441633;C0027627;C0022646
ROCO_CLEF_42412	C0228391;C4084721;C0019552;C0003885
ROCO_CLEF_08298	C1444662;C0221874;C0037949;C0723323;C0118228
ROCO_CLEF_04252	C0023884
ROCO_CLEF_67614	C1962945;C0042241;C0152097;C0011980;C0043299;C0817096;C1548003
ROCO_CLEF_04835	C0013687;C0205400;C1546613;C0025066;C0817096;C1553496;C0024109
ROCO_CLEF_31790	C0243144
ROCO_CLEF_21231	C0025066;C1704258;C0751437;C1962945;C1548003;C0344329;C0038774;C0009368;C0521530;C0043299;C0817096
ROCO_CLEF_36391	C0741847;C0028778;C1547307;C0040395;C0460005;C0003483;C0034579;C0205400;C0854571;C0000726;C0040405
ROCO_CLEF_15512	C0030274;C0933845
ROCO_CLEF_64291	C1709311;C0412555;C0041618
ROCO_CLEF_39222	C0079595;C0231881;C0018670
ROCO_CLEF_32075	C0452240;C1522704;C0412555;C0041618;C1140621
ROCO_CLEF_42487	C0441592;C1140621;C0262950;C0180979
ROCO_CLEF_33110	C0728940;C0015252;C0007876;C1552858;C0184905
ROCO_CLEF_64965	C0424530;C0227391;C0042449
ROCO_CLEF_69731	C0011343;C2349725;C0549207;C1455863;C0441144;C1318493
ROCO_CLEF_68803	C0441633;C0227391;C0000726
ROCO_CLEF_27620	C1963113;C1552839;C0015811
ROCO_CLEF_17172	C0581495;C1261287
ROCO_CLEF_38643	C1548762;C0301559;C1706074
ROCO_CLEF_08045	C0221874;C0175730;C0677554;C1140669;C0012621;C0013103;C0524724;C0039756
ROCO_CLEF_00294	C0030650;C4255126;C0002978;C1548816;C3891555;C0003842
ROCO_CLEF_21860	C0043299;C0728774;C1548003;C1962945
ROCO_CLEF_30414	C0040426;C0441606;C1962945;C1548003;C0043299
ROCO_CLEF_05071	C0043299;C1962945;C1552844
ROCO_CLEF_43456	C0039097;C4085643;C4049705;C0025526;C1861360;C4321335;C4049706;C1550315;C0018670
ROCO_CLEF_25891	C0042449;C0041638;C0005682;C1546572
ROCO_CLEF_49556	C0005847;C0015811;C0018670
ROCO_CLEF_10863	C0030274;C0441633;C0771711;C0702058
ROCO_CLEF_45809	C0042449;C2355627;C0024109;C0018827;C4049883
ROCO_CLEF_29099	C1578486;C1550655;C2700258
ROCO_CLEF_34006	C0013687;C0025066;C0180307;C1546613;C0180851;C0021102;C0442031;C0817096;C1719276
ROCO_CLEF_34452	C1334278;C0024671;C0332523;C0427008;C0028109;C2825977;C2985765
ROCO_CLEF_12890	C0018827;C0012000
ROCO_CLEF_24172	C0002978;C0022646;C0003842
ROCO_CLEF_09334	C0772294;C0228174;C0006104;C0460005;C0221198
ROCO_CLEF_40023	C0722121
ROCO_CLEF_45901	C0286840;C0301559;C3244287
ROCO_CLEF_20338	C0008520;C1849659;C0017067;C0225326;C0450295;C0939261;C1258666;C0934502;C0592931;C0332573;C0000723;C0700381;C0035298;C0441633;C0035331;C1523733
ROCO_CLEF_63546	C0022378;C0184661;C1962945;C0043299;C3538935;C3539779
ROCO_CLEF_61976	C0013443;C1552826;C1548801;C0772294;C0935456;C0039487;C0221198;C0262950;C0233494
ROCO_CLEF_02731	C0033572;C0034896;C0030797;C1304698;C0023342;C0005682;C0231881;C3245509;C0301571
ROCO_CLEF_38348	C0179081;C0935598;C0003086;C0262950
ROCO_CLEF_22132	C0476089;C0412555;C0202165;C0014180;C0041618
ROCO_CLEF_52659	C0032005;C0001558;C0036589;C0796494;C0031809;C0199808;C0582103;C0001563;C0449900;C0751437;C0199810;C0376495;C0725057;C0543467;C0009924;C3469597
ROCO_CLEF_25609	C0700095;C3540583;C0920995;C0439826;C1263136;C0037361;C1139930
ROCO_CLEF_67948	C0772294;C0221198
ROCO_CLEF_67106	C0034579;C0013990;C0607422;C0230168;C0198632;C0019066;C0000726;C0034770;C0040405;C0040395
ROCO_CLEF_03436	C0005847;C0002978
